H;penstroke-edit;2;caveat_edit fixing.cdr;464;564;0
G;0;0000;a
S;6;0;74,74;441,90
S;6;0;73,40;439,21
S;6;0;72,13;436,48
G;7;0000;h
S;7;0;155,40;168,54
S;7;0;154,45;171,38
S;7;0;153,50;174,21
S;7;0;152,53;177,04
S;7;0;151,55;179,87
S;7;0;150,56;182,69
S;7;0;149,57;185,51
S;7;0;148,56;188,33
S;7;0;147,55;191,14
S;7;0;146,52;193,95
S;7;0;145,49;196,76
S;7;0;144,46;199,57
S;7;0;143,42;202,37
S;7;0;142,37;205,17
S;7;0;141,32;207,97
S;7;0;140,26;210,77
S;7;0;139,20;213,57
S;7;0;138,14;216,37
S;7;0;137,08;219,16
S;7;0;136,02;221,96
S;7;0;134,95;224,75
S;7;0;133,89;227,55
S;7;0;132,83;230,34
S;7;0;131,76;233,14
S;7;0;130,71;235,94
S;7;0;129,65;238,74
S;7;0;128,60;241,54
S;7;0;127,55;244,34
S;7;0;126,51;247,14
S;7;0;125,47;249,95
S;7;0;124,44;252,75
S;7;0;123,42;255,56
S;7;0;122,40;258,38
S;7;0;121,39;261,19
S;7;0;120,39;264,01
S;7;0;119,39;266,83
S;7;0;118,41;269,66
S;7;0;117,43;272,48
S;7;0;116,47;275,31
S;7;0;115,51;278,15
S;7;0;114,57;280,99
S;7;0;113,63;283,83
S;7;0;112,70;286,67
S;7;0;111,79;289,52
S;7;0;110,89;292,37
S;7;0;110,00;295,23
S;7;0;109,12;298,09
S;7;0;108,25;300,95
S;7;0;107,39;303,81
S;7;0;106,55;306,68
S;7;0;105,72;309,56
S;7;0;104,85;312,42
S;7;0;104,07;315,31
S;7;0;103,35;318,21
S;7;0;102,65;321,12
S;7;0;101,98;324,03
S;7;0;101,32;326,95
S;7;0;100,67;329,87
S;7;0;100,03;332,79
S;7;0;99,41;335,72
S;7;0;98,79;338,64
S;7;0;98,18;341,57
S;7;0;97,58;344,50
S;7;0;96,99;347,43
S;7;0;96,41;350,37
S;7;0;95,83;353,30
S;7;0;95,27;356,24
S;7;0;94,72;359,18
S;7;0;94,17;362,12
S;7;0;93,64;365,06
S;7;0;93,13;368,01
S;7;0;92,63;370,96
S;7;0;92,16;373,91
S;7;0;92,75;374,89
S;7;0;94,88;372,79
S;7;0;96,98;370,66
S;7;0;99,07;368,51
S;7;0;101,15;366,37
S;7;0;103,24;364,22
S;7;0;105,32;362,08
S;7;0;107,42;359,94
S;7;0;109,51;357,81
S;7;0;111,62;355,68
S;7;0;113,73;353,56
S;7;0;115,85;351,45
S;7;0;117,97;349,35
S;7;0;120,11;347,26
S;7;0;122,26;345,18
S;7;0;124,42;343,11
S;7;0;126,59;341,05
S;7;0;128,77;339,00
S;7;0;130,97;336,97
S;7;0;133,18;334,96
S;7;0;135,40;332,96
S;7;0;137,64;330,97
S;7;0;139,90;329,01
S;7;0;142,17;327,07
S;7;0;144,46;325,15
S;7;0;146,78;323,25
S;7;0;149,11;321,38
S;7;0;151,47;319,54
S;7;0;153,85;317,73
S;7;0;156,26;315,96
S;7;0;158,70;314,22
S;7;0;161,16;312,53
S;7;0;163,67;310,90
S;7;0;166,21;309,32
S;7;0;168,79;307,81
S;7;0;171,41;306,38
S;7;0;174,09;305,04
S;7;0;176,82;303,81
S;7;0;179,61;302,73
S;7;0;182,45;301,82
S;7;0;185,36;301,12
S;7;0;188,32;300,71
S;7;0;191,31;300,66
S;7;0;194,27;301,07
S;7;0;197,10;302,02
S;7;0;199,69;303,52
S;7;0;201,87;305,55
S;7;0;203,54;308,03
S;7;0;204,71;310,78
S;7;0;205,45;313,67
S;7;0;205,87;316,63
S;7;0;206,04;319,62
S;7;0;206,02;322,61
S;7;0;205,87;325,60
S;7;0;205,60;328,57
S;7;0;205,25;331,55
S;7;0;204,85;334,51
S;7;0;204,40;337,47
S;7;0;203,92;340,42
S;7;0;203,43;343,37
S;7;0;202,95;346,32
S;7;0;202,49;349,28
S;7;0;202,06;352,24
S;7;0;201,69;355,20
S;7;0;201,41;358,18
S;7;0;201,25;361,17
S;7;0;201,28;364,16
S;7;0;201,59;367,13
S;7;0;202,30;370,03
S;7;0;203,64;372,70
S;7;0;205,74;374,80
S;7;0;208,45;376,05
S;7;0;211,39;376,52
S;7;0;214,38;376,43
S;7;0;217,34;376,00
S;7;0;220,25;375,31
S;7;0;223,11;374,46
S;7;0;225,93;373,47
G;8;0000;i
S;8;1;131,40;222,24
S;8;1;131,75;221,93
S;8;1;132,14;221,67
S;8;1;132,58;221,51
S;8;1;133,03;221,62
S;8;1;133,13;222,06
S;8;1;132,97;222,50
S;8;1;132,71;222,89
S;8;1;132,40;223,24
S;8;0;104,41;292,58
S;8;0;105,94;295,18
S;8;0;107,14;297,95
S;8;0;108,01;300,85
S;8;0;108,58;303,81
S;8;0;108,88;306,82
S;8;0;108,95;309,84
S;8;0;108,81;312,86
S;8;0;108,52;315,86
S;8;0;108,08;318,85
S;8;0;107,52;321,82
S;8;0;106,87;324,77
S;8;0;106,13;327,70
S;8;0;105,32;330,62
S;8;0;104,45;333,51
S;8;0;103,53;336,39
S;8;0;102,57;339,25
S;8;0;101,57;342,11
S;8;0;100,55;344,95
S;8;0;99,51;347,79
S;8;0;98,46;350,62
S;8;0;97,39;353,45
S;8;0;96,33;356,28
S;8;0;95,27;359,11
S;8;0;94,21;361,94
S;8;0;93,18;364,78
S;8;0;92,17;367,62
S;8;0;91,19;370,48
S;8;0;90,25;373,36
S;8;0;89,37;376,25
S;8;0;88,55;379,16
S;8;0;87,82;382,09
S;8;0;87,19;385,04
S;8;0;86,70;388,03
S;8;0;86,39;391,03
G;9;0000;j
S;9;1;135,10;204,97
S;9;1;135,45;204,66
S;9;1;135,84;204,40
S;9;1;136,28;204,24
S;9;1;136,72;204,35
S;9;1;136,83;204,79
S;9;1;136,67;205,23
S;9;1;136,41;205,62
S;9;1;136,10;205,97
S;9;0;115,60;282,59
S;9;0;115,18;285,56
S;9;0;114,75;288,52
S;9;0;114,31;291,49
S;9;0;113,87;294,45
S;9;0;113,42;297,41
S;9;0;112,96;300,37
S;9;0;112,50;303,33
S;9;0;112,03;306,29
S;9;0;111,55;309,25
S;9;0;111,07;312,21
S;9;0;110,58;315,16
S;9;0;110,07;318,12
S;9;0;109,56;321,07
S;9;0;109,05;324,02
S;9;0;108,52;326,97
S;9;0;107,98;329,92
S;9;0;107,44;332,87
S;9;0;106,88;335,81
S;9;0;106,32;338,75
S;9;0;105,74;341,69
S;9;0;105,16;344,63
S;9;0;104,56;347,57
S;9;0;103,95;350,50
S;9;0;103,34;353,43
S;9;0;102,71;356,37
S;9;0;102,07;359,29
S;9;0;101,42;362,22
S;9;0;100,76;365,14
S;9;0;100,09;368,06
S;9;0;99,41;370,98
S;9;0;98,72;373,89
S;9;0;98,01;376,80
S;9;0;97,29;379,71
S;9;0;96,56;382,62
S;9;0;95,82;385,52
S;9;0;95,06;388,42
S;9;0;94,29;391,32
S;9;0;93,51;394,21
S;9;0;92,72;397,10
S;9;0;91,93;399,99
S;9;0;91,15;402,88
S;9;0;90,38;405,78
S;9;0;89,60;408,67
S;9;0;88,82;411,57
S;9;0;88,02;414,45
S;9;0;87,19;417,33
S;9;0;86,34;420,21
S;9;0;85,45;423,07
S;9;0;84,52;425,91
S;9;0;83,53;428,74
S;9;0;82,50;431,56
S;9;0;81,39;434,34
S;9;0;80,22;437,10
S;9;0;78,97;439,82
S;9;0;77,63;442,50
S;9;0;76,20;445,13
S;9;0;74,67;447,71
S;9;0;73,07;450,24
S;9;0;71,40;452,73
S;9;0;69,67;455,18
S;9;0;67,88;457,58
S;9;0;66,03;459,94
S;9;0;64,12;462,25
S;9;0;62,15;464,50
S;9;0;60,11;466,69
S;9;0;57,99;468,82
S;9;0;55,80;470,86
S;9;0;53,52;472,80
S;9;0;51,15;474,63
S;9;0;48,67;476,31
S;9;0;46,07;477,81
S;9;0;43,36;479,07
S;9;0;40,52;480,03
S;9;0;37,58;480,60
S;9;0;34,59;480,68
S;9;0;31,64;480,20
S;9;0;28,83;479,15
S;9;0;26,27;477,61
S;9;0;23,98;475,68
S;9;0;21,96;473,47
S;9;0;20,18;471,06
S;9;0;18,61;468,51
S;9;0;17,23;465,85
S;9;0;16,06;463,09
S;9;0;15,08;460,26
S;9;0;14,31;457,37
S;9;0;13,77;454,42
S;9;0;13,48;451,44
S;9;0;13,45;448,44
S;9;0;13,72;445,46
G;10;0000;k
S;10;1;187,02;285,93
S;10;1;184,43;287,49
S;10;1;181,83;289,03
S;10;1;179,23;290,56
S;10;1;176,62;292,08
S;10;1;174,01;293,60
S;10;1;171,39;295,12
S;10;1;168,78;296,64
S;10;1;166,18;298,17
S;10;1;163,58;299,71
S;10;1;160,98;301,25
S;10;1;158,39;302,82
S;10;1;155,82;304,40
S;10;1;153,26;306,00
S;10;1;150,71;307,62
S;10;1;148,18;309,27
S;10;1;145,69;310,98
S;10;1;143,29;312,82
S;10;1;140,94;314,72
S;10;1;138,61;316,64
S;10;1;136,23;318,51
S;10;1;133,78;320,27
S;10;1;131,21;321,85
S;10;1;128,48;323,16
S;10;1;125,60;324,05
S;10;1;122,64;324,63
S;10;1;119,64;325,03
S;10;1;116,64;325,37
S;10;1;113,65;325,79
S;10;1;110,69;326,42
S;10;1;107,84;327,41
S;10;1;105,20;328,87
S;10;1;102,88;330,81
S;10;1;100,82;333,01
S;10;1;98,97;335,40
S;10;1;97,33;337,94
S;10;1;95,87;340,58
S;10;1;94,55;343,30
S;10;1;93,33;346,06
S;10;1;92,16;348,85
S;10;1;91,02;351,64
S;10;1;89,85;354,43
S;10;1;88,67;357,21
S;10;1;87,50;360,00
S;10;1;86,36;362,80
S;10;1;85,28;365,62
S;10;1;84,27;368,46
S;10;1;83,35;371,34
S;10;1;82,56;374,26
S;10;1;81,92;377,21
S;10;1;81,47;380,20
S;10;1;81,25;383,21
S;10;1;81,30;386,23
S;10;1;81,66;389,23
S;10;1;82,35;392,17
S;10;1;83,39;395,00
S;10;1;84,77;397,69
S;10;1;86,44;400,21
S;10;1;88,36;402,53
S;10;1;90,50;404,67
S;10;0;167,66;162,28
S;10;0;166,70;165,12
S;10;0;165,72;167,96
S;10;0;164,74;170,80
S;10;0;163,74;173,63
S;10;0;162,74;176,46
S;10;0;161,72;179,28
S;10;0;160,69;182,10
S;10;0;159,65;184,92
S;10;0;158,61;187,73
S;10;0;157,55;190,54
S;10;0;156,49;193,35
S;10;0;155,41;196,15
S;10;0;154,33;198,95
S;10;0;153,24;201,75
S;10;0;152,14;204,54
S;10;0;151,04;207,33
S;10;0;149,93;210,12
S;10;0;148,81;212,91
S;10;0;147,69;215,69
S;10;0;146,56;218,47
S;10;0;145,42;221,25
S;10;0;144,28;224,02
S;10;0;143,13;226,80
S;10;0;141,98;229,57
S;10;0;140,83;232,34
S;10;0;139,67;235,11
S;10;0;138,51;237,88
S;10;0;137,34;240,64
S;10;0;136,17;243,41
S;10;0;135,00;246,17
S;10;0;133,82;248,93
S;10;0;132,65;251,69
S;10;0;131,47;254,45
S;10;0;130,29;257,21
S;10;0;129,11;259,97
S;10;0;127,93;262,73
S;10;0;126,75;265,49
S;10;0;125,56;268,25
S;10;0;124,34;270,99
S;10;0;123,05;273,70
S;10;0;121,74;276,40
S;10;0;120,41;279,09
S;10;0;119,09;281,79
S;10;0;117,78;284,49
S;10;0;116,51;287,21
S;10;0;115,28;289,95
S;10;0;114,11;292,71
S;10;0;113,02;295,51
S;10;0;112,02;298,34
S;10;0;111,14;301,20
S;10;0;110,40;304,11
S;10;0;109,84;307,06
S;10;0;109,50;310,04
S;10;0;109,42;313,04
S;10;0;109,67;316,03
S;10;0;110,37;318,94
S;10;0;111,68;321,64
S;10;0;113,43;324,07
S;10;0;115,47;326,27
S;10;0;117,68;328,30
S;10;0;119,98;330,23
S;10;0;122,32;332,12
S;10;0;124,64;334,02
S;10;0;126,89;336,00
S;10;0;129,01;338,13
S;10;0;130,88;340,47
S;10;0;132,43;343,04
S;10;0;133,88;345,67
S;10;0;135,28;348,33
S;10;0;136,65;351,00
S;10;0;138,01;353,67
S;10;0;139,37;356,35
S;10;0;140,73;359,02
S;10;0;142,12;361,69
S;10;0;143,52;364,34
S;10;0;144,96;366,97
S;10;0;146,43;369,59
S;10;0;147,95;372,18
S;10;0;149,52;374,74
S;10;0;151,15;377,25
S;10;0;152,86;379,72
S;10;0;154,65;382,13
S;10;0;156,54;384,46
S;10;0;158,53;386,71
S;10;0;160,65;388,83
S;10;0;162,91;390,81
S;10;0;165,31;392,61
S;10;0;167,87;394,17
S;10;0;170,59;395,43
S;10;0;173,45;396,35
S;10;0;176,40;396,88
S;10;0;179,40;396,98
S;10;0;182,38;396,68
S;10;0;185,31;396,01
S;10;0;188,14;395,02
S;10;0;190,86;393,76
S;10;0;193,47;392,28
S;10;0;195,98;390,63
G;11;0000;l
S;11;0;148,42;160,11
S;11;0;149,78;162,78
S;11;0;150,89;165,57
S;11;0;151,75;168,44
S;11;0;152,35;171,38
S;11;0;152,69;174,36
S;11;0;152,80;177,36
S;11;0;152,68;180,36
S;11;0;152,37;183,34
S;11;0;151,89;186,30
S;11;0;151,25;189,23
S;11;0;150,49;192,13
S;11;0;149,61;195,00
S;11;0;148,63;197,84
S;11;0;147,58;200,65
S;11;0;146,46;203,43
S;11;0;145,28;206,19
S;11;0;144,06;208,93
S;11;0;142,81;211,66
S;11;0;141,53;214,37
S;11;0;140,24;217,08
S;11;0;138,94;219,78
S;11;0;137,66;222,49
S;11;0;136,38;225,21
S;11;0;135,14;227,94
S;11;0;133,95;230,69
S;11;0;132,82;233,47
S;11;0;131,72;236,26
S;11;0;130,63;239,06
S;11;0;129,55;241,86
S;11;0;128,48;244,66
S;11;0;127,42;247,47
S;11;0;126,37;250,28
S;11;0;125,33;253,09
S;11;0;124,30;255,91
S;11;0;123,27;258,73
S;11;0;122,25;261,55
S;11;0;121,23;264,37
S;11;0;120,22;267,20
S;11;0;119,22;270,02
S;11;0;118,22;272,85
S;11;0;117,22;275,68
S;11;0;116,22;278,51
S;11;0;115,23;281,34
S;11;0;114,24;284,17
S;11;0;113,25;287,00
S;11;0;112,25;289,84
S;11;0;111,26;292,67
S;11;0;110,27;295,50
S;11;0;109,27;298,33
S;11;0;108,28;301,16
S;11;0;107,27;303,98
S;11;0;106,26;306,81
S;11;0;105,24;309,63
S;11;0;104,21;312,45
S;11;0;103,19;315,27
S;11;0;102,16;318,09
S;11;0;101,13;320,90
S;11;0;100,11;323,72
S;11;0;99,09;326,55
S;11;0;98,08;329,37
S;11;0;97,08;332,20
S;11;0;96,09;335,03
S;11;0;95,12;337,87
S;11;0;94,16;340,71
S;11;0;93,22;343,56
S;11;0;92,30;346,42
S;11;0;91,41;349,28
S;11;0;90,54;352,15
S;11;0;89,70;355,03
S;11;0;88,89;357,92
S;11;0;88,11;360,82
S;11;0;87,36;363,73
S;11;0;86,66;366,64
S;11;0;85,99;369,57
S;11;0;85,36;372,50
S;11;0;84,78;375,44
S;11;0;84,24;378,39
S;11;0;83,76;381,36
S;11;0;83,32;384,32
S;11;0;82,95;387,30
S;11;0;82,62;390,28
S;11;0;82,36;393,27
S;11;0;82,15;396,26
S;11;0;82,01;399,26
G;12;0000;m
S;12;1;87,72;378,85
S;12;1;88,47;375,94
S;12;1;89,29;373,05
S;12;1;90,22;370,20
S;12;1;91,30;367,40
S;12;1;92,59;364,68
S;12;1;94,14;362,11
S;12;1;95,97;359,73
S;12;1;98,08;357,60
S;12;1;100,40;355,69
S;12;1;102,87;353,99
S;12;1;105,44;352,44
S;12;1;108,07;350,97
S;12;1;110,70;349,53
S;12;1;113,31;348,03
S;12;1;115,84;346,43
S;12;1;118,27;344,66
S;12;1;120,58;342,74
S;12;1;122,82;340,74
S;12;1;125,03;338,70
S;12;1;127,21;336,64
S;12;1;129,39;334,57
S;12;1;131,56;332,50
S;12;1;133,74;330,43
S;12;1;135,93;328,37
S;12;1;138,14;326,34
S;12;1;140,37;324,32
S;12;1;142,62;322,34
S;12;1;144,92;320,40
S;12;1;147,25;318,51
S;12;1;149,62;316,67
S;12;1;152,06;314,91
S;12;1;154,56;313,24
S;12;1;157,13;311,69
S;12;1;159,79;310,29
S;12;1;162,54;309,10
S;12;1;165,40;308,17
S;12;1;168,35;307,63
S;12;1;171,34;307,58
S;12;1;174,29;308,14
S;12;1;177,04;309,32
S;12;1;179,26;311,32
S;12;1;180,55;314,02
S;12;1;180,98;316,98
S;12;1;180,83;319,98
S;12;1;180,34;322,94
S;12;1;179,66;325,87
S;12;1;178,85;328,76
S;12;1;177,99;331,64
S;12;1;177,12;334,51
S;12;1;176,31;337,40
S;12;1;175,63;340,33
S;12;1;175,22;343,30
S;12;1;175,35;346,29
S;12;1;176,58;348,99
S;12;1;179,09;350,58
S;12;1;182,03;351,13
S;12;1;185,03;351,10
S;12;1;187,98;350,54
S;12;1;190,80;349,50
S;12;1;193,46;348,12
S;12;1;195,97;346,47
S;12;1;198,35;344,64
S;12;1;200,63;342,68
S;12;1;202,83;340,64
S;12;1;204,98;338,54
S;12;1;207,10;336,41
S;12;1;209,21;334,27
S;12;1;211,34;332,15
S;12;1;213,50;330,07
S;12;1;215,73;328,06
S;12;1;218,05;326,15
S;12;1;220,49;324,41
S;12;1;223,08;322,89
S;12;1;225,84;321,70
S;12;1;228,75;320,97
S;12;1;231,74;320,80
S;12;1;234,71;321,23
S;12;1;237,55;322,20
S;12;1;240,19;323,62
S;12;1;242,50;325,53
S;12;1;244,35;327,89
S;12;1;245,69;330,58
S;12;1;246,59;333,44
S;12;1;247,14;336,39
S;12;1;247,43;339,38
S;12;1;247,54;342,38
S;12;1;247,53;345,38
S;12;1;247,44;348,39
S;12;1;247,31;351,39
S;12;1;247,16;354,39
S;12;1;247,05;357,39
S;12;1;247,00;360,39
S;12;1;247,04;363,39
S;12;1;247,24;366,39
S;12;1;247,64;369,37
S;12;1;248,34;372,29
S;12;1;249,42;375,09
S;12;1;250,95;377,67
S;12;1;252,97;379,88
S;12;1;255,40;381,64
S;12;1;258,11;382,92
S;12;1;260,99;383,78
S;12;1;263,92;384,41
S;12;1;266,88;384,91
S;12;1;269,88;385,09
S;12;1;272,84;384,66
S;12;0;113,27;275,46
S;12;0;112,57;278,33
S;12;0;111,78;281,17
S;12;0;110,92;283,99
S;12;0;110,01;286,80
S;12;0;109,07;289,60
S;12;0;108,11;292,39
S;12;0;107,13;295,18
S;12;0;106,15;297,96
S;12;0;105,17;300,74
S;12;0;104,19;303,53
S;12;0;103,24;306,32
S;12;0;102,30;309,12
S;12;0;101,38;311,93
S;12;0;100,50;314,74
S;12;0;99,66;317,57
S;12;0;98,87;320,42
S;12;0;98,13;323,27
S;12;0;97,45;326,15
S;12;0;96,85;329,04
S;12;0;96,35;331,95
S;12;0;95,95;334,87
S;12;0;95,67;337,81
S;12;0;95,54;340,76
S;12;0;95,59;343,71
S;12;0;95,84;346,65
S;12;0;96,34;349,56
S;12;0;97,12;352,40
S;12;0;98,22;355,14
G;13;0000;n
S;13;1;109,09;347,87
S;13;1;112,10;347,73
S;13;1;115,07;347,20
S;13;1;117,98;346,38
S;13;1;120,82;345,35
S;13;1;123,59;344,17
S;13;1;126,32;342,86
S;13;1;128,99;341,47
S;13;1;131,63;339,99
S;13;1;134,23;338,46
S;13;1;136,81;336,89
S;13;1;139,36;335,28
S;13;1;141,89;333,64
S;13;1;144,42;331,98
S;13;1;146,93;330,30
S;13;1;149,44;328,62
S;13;1;151,94;326,93
S;13;1;154,45;325,25
S;13;1;156,96;323,58
S;13;1;159,48;321,92
S;13;1;162,02;320,28
S;13;1;164,58;318,68
S;13;1;167,16;317,12
S;13;1;169,78;315,61
S;13;1;172,43;314,17
S;13;1;175,13;312,82
S;13;1;177,89;311,60
S;13;1;180,73;310,56
S;13;1;183,64;309,75
S;13;1;186,62;309,31
S;13;1;189,63;309,41
S;13;1;192,52;310,25
S;13;1;195,05;311,89
S;13;1;197,28;313,92
S;13;1;199,20;316,25
S;13;1;200,73;318,85
S;13;1;201,85;321,64
S;13;1;202,59;324,57
S;13;1;202,99;327,56
S;13;1;203,12;330,58
S;13;1;203,05;333,59
S;13;1;202,82;336,61
S;13;1;202,49;339,61
S;13;1;202,09;342,60
S;13;1;201,65;345,59
S;13;1;201,22;348,57
S;13;1;200,81;351,57
S;13;1;200,47;354,57
S;13;1;200,24;357,58
S;13;1;200,15;360,59
S;13;1;200,26;363,61
S;13;1;200,62;366,61
S;13;1;201,28;369,55
S;13;1;202,32;372,38
S;13;1;203,73;375,05
S;13;1;205,52;377,47
S;13;1;207,64;379,63
S;13;1;210,01;381,49
S;13;1;212,57;383,09
S;13;0;124,46;279,00
S;13;0;124,52;282,00
S;13;0;124,36;284,99
S;13;0;124,00;287,96
S;13;0;123,44;290,91
S;13;0;122,70;293,81
S;13;0;121,81;296,67
S;13;0;120,79;299,49
S;13;0;119,68;302,28
S;13;0;118,51;305,04
S;13;0;117,31;307,79
S;13;0;116,12;310,54
S;13;0;114,96;313,30
S;13;0;113,86;316,09
S;13;0;112,84;318,91
S;13;0;111,93;321,76
S;13;0;111,16;324,66
S;13;0;110,59;327,60
S;13;0;110,18;330,57
S;13;0;109,84;333,55
S;13;0;109,52;336,53
S;13;0;109,14;339,51
S;13;0;108,66;342,46
S;13;0;108,00;345,39
S;13;0;107,07;348,24
S;13;0;105,82;350,96
S;13;0;104,34;353,57
S;13;0;102,74;356,10
S;13;0;101,10;358,61
S;13;0;99,48;361,13
S;13;0;97,93;363,70
S;13;0;96,53;366,35
S;13;0;95,38;369,11
S;13;0;94,61;372,01
S;13;0;94,39;374,99
G;14;0000;o
S;14;0;159,42;275,80
S;14;0;162,34;276,54
S;14;0;165,16;277,59
S;14;0;167,83;278,98
S;14;0;170,29;280,71
S;14;0;172,48;282,78
S;14;0;174,37;285,12
S;14;0;175,93;287,69
S;14;0;177,18;290,43
S;14;0;178,14;293,29
S;14;0;178,83;296,22
S;14;0;179,28;299,20
S;14;0;179,52;302,20
S;14;0;179,57;305,21
S;14;0;179,45;308,22
S;14;0;179,18;311,22
S;14;0;178,77;314,21
S;14;0;178,23;317,17
S;14;0;177,55;320,10
S;14;0;176,73;323,00
S;14;0;175,79;325,86
S;14;0;174,74;328,69
S;14;0;173,61;331,48
S;14;0;172,39;334,23
S;14;0;171,10;336,96
S;14;0;169,75;339,65
S;14;0;168,34;342,31
S;14;0;166,86;344,93
S;14;0;165,33;347,53
S;14;0;163,75;350,09
S;14;0;162,12;352,62
S;14;0;160,43;355,12
S;14;0;158,70;357,58
S;14;0;156,91;360,01
S;14;0;155,07;362,40
S;14;0;153,19;364,74
S;14;0;151,25;367,05
S;14;0;149,25;369,31
S;14;0;147,21;371,52
S;14;0;145,10;373,67
S;14;0;142,94;375,77
S;14;0;140,72;377,81
S;14;0;138,44;379,77
S;14;0;136,09;381,65
S;14;0;133,67;383,45
S;14;0;131,18;385,15
S;14;0;128,62;386,73
S;14;0;125,98;388,18
S;14;0;123,26;389,48
S;14;0;120,47;390,61
S;14;0;117,60;391,53
S;14;0;114,67;392,23
S;14;0;111,69;392,66
S;14;0;108,68;392,80
S;14;0;105,68;392,62
S;14;0;102,72;392,05
S;14;0;99,89;391,05
S;14;0;97,26;389,58
S;14;0;94,92;387,69
S;14;0;92,93;385,43
S;14;0;91,29;382,91
S;14;0;89,99;380,19
S;14;0;88,99;377,35
S;14;0;88,26;374,43
S;14;0;87,75;371,46
S;14;0;87,43;368,47
S;14;0;87,30;365,46
S;14;0;87,33;362,45
S;14;0;87,50;359,44
S;14;0;87,81;356,44
S;14;0;88,26;353,47
S;14;0;88,85;350,51
S;14;0;89,58;347,59
S;14;0;90,48;344,72
S;14;0;91,56;341,90
S;14;0;92,80;339,16
S;14;0;94,17;336,47
S;14;0;95,64;333,85
S;14;0;97,20;331,27
S;14;0;98,82;328,73
S;14;0;100,47;326,21
S;14;0;102,15;323,71
S;14;0;103,83;321,21
S;14;0;105,49;318,70
S;14;0;107,17;316,19
S;14;0;108,87;313,71
S;14;0;110,60;311,24
S;14;0;112,37;308,80
S;14;0;114,17;306,39
S;14;0;116,03;304,02
S;14;0;117,93;301,68
S;14;0;119,90;299,40
S;14;0;121,93;297,17
S;14;0;124,03;295,02
S;14;0;126,20;292,93
S;14;0;128,46;290,94
S;14;0;130,80;289,04
S;14;0;133,22;287,24
S;14;0;135,72;285,56
S;14;0;138,29;284,00
S;14;0;140,94;282,57
S;14;0;143,66;281,27
S;14;0;146,44;280,11
S;14;0;149,27;279,08
S;14;0;152,14;278,18
S;14;0;155,05;277,40
S;14;0;158,00;276,75
S;14;0;160,96;276,22
G;15;0000;p
S;15;1;123,42;298,63
S;15;1;126,34;299,20
S;15;1;129,31;299,38
S;15;1;132,29;299,23
S;15;1;135,23;298,80
S;15;1;138,14;298,17
S;15;1;141,02;297,40
S;15;1;143,87;296,54
S;15;1;146,71;295,63
S;15;1;149,55;294,73
S;15;1;152,40;293,88
S;15;1;155,28;293,14
S;15;1;158,20;292,54
S;15;1;161,16;292,18
S;15;1;164,13;292,11
S;15;1;167,10;292,39
S;15;1;169,99;293,09
S;15;1;172,75;294,20
S;15;1;175,33;295,67
S;15;1;177,71;297,46
S;15;1;179,87;299,51
S;15;1;181,74;301,83
S;15;1;183,28;304,38
S;15;1;184,46;307,11
S;15;1;185,29;309,97
S;15;1;185,77;312,91
S;15;1;185,94;315,88
S;15;1;185,82;318,85
S;15;1;185,44;321,81
S;15;1;184,92;324,74
S;15;1;184,26;327,65
S;15;1;183,48;330,52
S;15;1;182,57;333,35
S;15;1;181,51;336,14
S;15;1;180,30;338,86
S;15;1;178,91;341,49
S;15;1;177,32;344,01
S;15;1;175,52;346,38
S;15;1;173,52;348,59
S;15;1;171,39;350,67
S;15;1;169,14;352,62
S;15;1;166,81;354,48
S;15;1;164,41;356,24
S;15;1;161,95;357,92
S;15;1;159,44;359,51
S;15;1;156,88;361,03
S;15;1;154,27;362,48
S;15;1;151,63;363,86
S;15;1;148,95;365,16
S;15;1;146,24;366,40
S;15;1;143,50;367,56
S;15;1;140,73;368,66
S;15;1;137,93;369,68
S;15;1;135,11;370,62
S;15;1;132,26;371,48
S;15;1;129,38;372,26
S;15;1;126,48;372,95
S;15;1;123,56;373,54
S;15;1;120,63;374,02
S;15;1;117,67;374,38
S;15;1;114,70;374,61
S;15;1;111,72;374,69
S;15;1;108,75;374,60
S;15;1;105,78;374,32
S;15;1;102,85;373,81
S;15;1;99,97;373,04
S;15;1;97,19;371,99
S;15;1;94,55;370,61
S;15;0;128,29;258,13
S;15;0;128,12;261,14
S;15;0;127,90;264,14
S;15;0;127,65;267,14
S;15;0;127,36;270,13
S;15;0;127,02;273,13
S;15;0;126,64;276,11
S;15;0;126,22;279,09
S;15;0;125,75;282,07
S;15;0;125,23;285,03
S;15;0;124,64;287,98
S;15;0;124,00;290,92
S;15;0;123,28;293,85
S;15;0;122,48;296,75
S;15;0;121,58;299,62
S;15;0;120,50;302,43
S;15;0;119,21;305,15
S;15;0;117,74;307,78
S;15;0;116,18;310,35
S;15;0;114,58;312,90
S;15;0;113,00;315,46
S;15;0;111,49;318,07
S;15;0;110,12;320,75
S;15;0;108,87;323,49
S;15;0;107,68;326,25
S;15;0;106,54;329,04
S;15;0;105,44;331,84
S;15;0;104,38;334,66
S;15;0;103,35;337,49
S;15;0;102,35;340,32
S;15;0;101,36;343,17
S;15;0;100,38;346,02
S;15;0;99,41;348,86
S;15;0;98,43;351,71
S;15;0;97,45;354,56
S;15;0;96,48;357,41
S;15;0;95,51;360,26
S;15;0;94,55;363,11
S;15;0;93,59;365,96
S;15;0;92,64;368,82
S;15;0;91,70;371,68
S;15;0;90,76;374,54
S;15;0;89,82;377,40
